JYRM,PX600051.1,99.800,1498,2,1,1,1497,1,1498,0.0,2748
JYRM,MH144236.1,99.866,1494,2,0,1,1494,5,1498,0.0,2748
JYRM,KC250230.1,99.733,1499,4,0,1,1499,12,1510,0.0,2747
JYRM,PZ231211.1,99.799,1496,2,1,3,1497,15,1510,0.0,2745
JYRM,PX559144.1,99.733,1497,4,0,1,1497,1,1497,0.0,2743
JYRM,PX376076.1,99.799,1494,3,0,1,1494,4,1497,0.0,2743
JYRM,PP218099.1,99.733,1497,4,0,1,1497,14,1510,0.0,2743
JYRM,OR144475.1,99.733,1498,3,1,1,1497,57,1554,0.0,2743
JYRM,ON715116.1,99.733,1498,2,2,1,1497,14,1510,0.0,2743
JYRM,OM585548.1,99.733,1498,2,2,1,1497,15,1511,0.0,2743
JYRM,OL354421.1,99.733,1498,2,2,1,1497,15,1511,0.0,2743
JYRM,PX559122.1,99.733,1497,4,0,1,1497,12,1508,0.0,2743
JYRM,MW065484.1,99.733,1498,2,2,1,1497,2,1498,0.0,2743
JYRM,MF974592.1,99.733,1498,3,1,1,1497,8,1505,0.0,2743
JYRM,KT273284.1,99.733,1498,2,2,1,1497,14,1510,0.0,2743
JYRM,MK182805.1,99.733,1497,4,0,1,1497,21,1517,0.0,2743
JYRM,PX559120.1,99.733,1497,4,0,1,1497,1,1497,0.0,2743
JYRM,KJ721207.1,99.733,1498,2,2,1,1497,17,1513,0.0,2743
JYRM,LM655314.1,99.667,1500,5,0,1,1500,11,1510,0.0,2743
JYRM,KF956595.1,99.733,1498,2,2,1,1496,13,1510,0.0,2743
JYRM,KF956591.1,99.799,1495,1,2,1,1493,13,1507,0.0,2743
JYRM,KF956578.1,99.799,1495,1,2,1,1493,3,1497,0.0,2743
JYRM,OR964095.1,99.733,1498,2,2,1,1497,13,1509,0.0,2743
JYRM,FM164631.1,99.733,1498,2,2,1,1497,5,1501,0.0,2743
JYRM,DQ789400.1,99.733,1498,2,2,1,1497,15,1511,0.0,2743
JYRM,MN509794.1,99.799,1495,2,1,1,1494,19,1513,0.0,2743
JYRM,AY030338.1,99.733,1498,2,2,1,1497,18,1514,0.0,2743
JYRM,OZ461330.1,99.799,1494,2,1,1,1493,36112,34619,0.0,2741
JYRM,CP120608.2,99.799,1494,2,1,1,1493,9196,10689,0.0,2741
JYRM,CP120608.2,99.799,1494,2,1,1,1493,90198,91691,0.0,2741
JYRM,CP120608.2,99.799,1494,2,1,1,1493,598823,600316,0.0,2741
JYRM,CP120608.2,99.799,1494,2,1,1,1493,4931131,4929638,0.0,2741
JYRM,CP120608.2,99.732,1494,3,1,1,1493,154112,155605,0.0,2736
JYRM,CP120608.2,99.732,1494,3,1,1,1493,210670,212163,0.0,2736
JYRM,CP120608.2,99.732,1494,3,1,1,1493,251503,252996,0.0,2736
JYRM,CP120608.2,99.732,1494,3,1,1,1493,415364,416857,0.0,2736
JYRM,CP120608.2,99.665,1494,4,1,1,1493,29865,31358,0.0,2730
JYRM,CP120608.2,99.665,1494,4,1,1,1493,246449,247942,0.0,2730
JYRM,CP120608.2,99.665,1494,4,1,1,1493,457023,458516,0.0,2730
JYRM,CP120608.2,99.665,1494,4,1,1,1493,2927036,2925543,0.0,2730
JYRM,CP120608.2,99.598,1494,5,1,1,1493,35800,37293,0.0,2724
JYRM,CP183479.1,99.799,1494,2,1,1,1493,5141092,5142585,0.0,2741
JYRM,CP183479.1,99.799,1494,2,1,1,1493,5146159,5147652,0.0,2741
JYRM,CP183479.1,99.732,1494,3,1,1,1493,4541511,4540018,0.0,2736
JYRM,CP183479.1,99.665,1494,4,1,1,1493,194861,196354,0.0,2730
JYRM,CP183479.1,99.665,1494,4,1,1,1493,337343,338836,0.0,2730
JYRM,CP183479.1,99.665,1494,4,1,1,1493,4936831,4938324,0.0,2730
JYRM,CP183479.1,99.665,1494,4,1,1,1493,5060736,5062229,0.0,2730
JYRM,CP183479.1,99.665,1494,4,1,1,1493,5117269,5118762,0.0,2730
JYRM,CP183479.1,99.598,1494,5,1,1,1493,4942766,4944259,0.0,2724
JYRM,CP183479.1,99.531,1494,6,1,1,1493,153060,154553,0.0,2719
JYRM,CP183479.1,99.531,1494,6,1,1,1493,4996854,4998347,0.0,2719
JYRM,CP183479.1,99.398,1494,8,1,1,1493,4916164,4917657,0.0,2708
JYRM,CP187670.1,99.799,1494,2,1,1,1493,41746,40253,0.0,2741
JYRM,CP185256.1,99.799,1494,2,1,1,1493,234371,235864,0.0,2741
JYRM,CP185256.1,99.799,1494,2,1,1,1493,407562,409055,0.0,2741
JYRM,CP185256.1,99.732,1494,3,1,1,1493,29893,31386,0.0,2736
JYRM,CP185256.1,99.732,1494,3,1,1,1493,35831,37324,0.0,2736
JYRM,CP185256.1,99.732,1494,3,1,1,1493,239437,240930,0.0,2736
JYRM,CP185256.1,99.665,1494,4,1,1,1493,153802,155295,0.0,2730
JYRM,CP185256.1,99.665,1494,4,1,1,1493,210550,212043,0.0,2730
JYRM,CP185256.1,99.665,1494,4,1,1,1493,453173,454666,0.0,2730
JYRM,CP185256.1,99.665,1494,4,1,1,1493,596382,597875,0.0,2730
JYRM,CP185256.1,99.665,1494,4,1,1,1493,4697178,4695685,0.0,2730
JYRM,CP185256.1,99.598,1494,5,1,1,1493,9226,10719,0.0,2724
JYRM,CP185256.1,99.465,1494,7,1,1,1493,89921,91414,0.0,2713
JYRM,CP185256.1,99.399,1497,5,2,1,1493,244502,245998,0.0,2712
JYRM,AP050808.1,99.799,1494,2,1,1,1493,234317,235810,0.0,2741
JYRM,AP050808.1,99.799,1494,2,1,1,1493,244426,245919,0.0,2741
JYRM,AP050808.1,99.799,1494,2,1,1,1493,406880,408373,0.0,2741
JYRM,AP050808.1,99.799,1494,2,1,1,1493,4680499,4679006,0.0,2741
JYRM,AP050808.1,99.732,1494,3,1,1,1493,35796,37289,0.0,2736
JYRM,AP050808.1,99.732,1494,3,1,1,1493,89904,91397,0.0,2736
JYRM,AP050808.1,99.732,1494,3,1,1,1493,153784,155277,0.0,2736
JYRM,AP050808.1,99.732,1494,3,1,1,1493,210497,211990,0.0,2736
JYRM,AP050808.1,99.732,1494,3,1,1,1493,239371,240864,0.0,2736
JYRM,AP050808.1,99.732,1494,3,1,1,1493,452277,453770,0.0,2736
JYRM,AP050808.1,99.665,1494,4,1,1,1493,9194,10687,0.0,2730
JYRM,AP050808.1,99.665,1494,4,1,1,1493,597839,599332,0.0,2730
JYRM,AP050808.1,99.665,1494,4,1,1,1493,2743696,2742203,0.0,2730
JYRM,AP050808.1,99.598,1494,5,1,1,1493,29861,31354,0.0,2724
JYRM,CP194354.1,99.799,1494,2,1,1,1493,77561,79054,0.0,2741
JYRM,CP028043.1,99.799,1494,2,1,1,1493,234119,235612,0.0,2741
JYRM,CP028043.1,99.799,1494,2,1,1,1493,4712639,4711146,0.0,2741
JYRM,CP028043.1,99.732,1494,3,1,1,1493,239184,240677,0.0,2736
JYRM,CP028043.1,99.732,1494,3,1,1,1493,244248,245741,0.0,2736
JYRM,CP028043.1,99.665,1494,4,1,1,1493,9196,10689,0.0,2730
JYRM,CP028043.1,99.665,1494,4,1,1,1493,586707,588200,0.0,2730
JYRM,CP028043.1,99.598,1494,4,2,1,1493,153766,155258,0.0,2724
JYRM,CP028043.1,99.598,1494,5,1,1,1493,210297,211790,0.0,2724
JYRM,CP028043.1,99.598,1494,4,2,1,1493,444220,445712,0.0,2724
JYRM,CP028043.1,99.531,1494,6,1,1,1493,29863,31356,0.0,2719
JYRM,CP028043.1,99.531,1494,6,1,1,1493,35798,37291,0.0,2719
JYRM,CP028043.1,99.531,1494,6,1,1,1493,402418,403911,0.0,2719
JYRM,CP028043.1,99.465,1494,7,1,1,1493,89885,91378,0.0,2713
JYRM,CP130967.1,99.799,1494,2,1,1,1493,4343,2850,0.0,2741
JYRM,CP025621.1,99.799,1494,2,1,1,1493,238524,240017,0.0,2741
JYRM,CP025621.1,99.799,1494,2,1,1,1493,4688274,4686781,0.0,2741
JYRM,CP025621.1,99.732,1494,3,1,1,1493,29858,31351,0.0,2736
JYRM,CP025621.1,99.732,1494,2,2,1,1493,228395,229887,0.0,2736
JYRM,CP025621.1,99.732,1494,3,1,1,1493,233459,234952,0.0,2736
JYRM,CP025621.1,99.665,1494,4,1,1,1493,147821,149314,0.0,2730
JYRM,CP025621.1,99.665,1494,4,1,1,1493,401588,403081,0.0,2730
JYRM,CP025621.1,99.598,1494,5,1,1,1493,9197,10690,0.0,2724
JYRM,CP025621.1,99.598,1494,5,1,1,1493,83942,85435,0.0,2724
JYRM,CP025621.1,99.598,1494,4,2,1,1493,204575,206067,0.0,2724
JYRM,CP025621.1,99.598,1494,5,1,1,1493,447073,448566,0.0,2724
JYRM,CP025621.1,99.598,1494,5,1,1,1493,590405,591898,0.0,2724
JYRM,CP169254.1,99.799,1494,2,1,1,1493,29911,31404,0.0,2741
JYRM,CP169254.1,99.799,1494,2,1,1,1493,4928371,4926878,0.0,2741
